"Car.WheelSpd_FL","Car.WheelSpd_FR","Car.WheelSpd_RL","Car.WheelSpd_RR","Car.v","Time","V0","acceleration","Mean acc.","ABS Efficiency"
"C1","C1","C1","C1","C1","C1",,,,
"rad/s","rad/s","rad/s","rad/s","m/s","s","m/s","m/s/s","m/s/s","-"
14.18325615,17.45174217,14.03170395,14.02898788,4.420373917,0.731,33.19496918,7.85851470000001,-8.66291351012271,-1.76519493876713
14.4382658,17.47462654,14.27652168,14.27517796,4.498959064,0.741,1143,7.83281330000003,,
14.69237137,17.50422859,14.52046585,14.52063942,4.577287197,0.751,,7.80763629999992,,
14.94559097,17.54029274,14.76360893,14.76545143,4.65536356,0.761,"0.9*V0",7.78288840000005,,
15.1979475,17.58262062,15.00602818,15.00962257,4.733192444,0.771,1208,7.75847430000001,,
15.44941902,17.63110733,15.24778271,15.2531662,4.810777187,0.781,,7.73406029999997,,
15.70002079,17.68565178,15.48885822,15.49615765,4.88811779,0.791,"0.8 * V0",7.70978930000004,,
15.95006943,17.74577141,15.72925854,15.73862267,4.965215683,0.801,1246,7.68599509999994,,
16.19994545,17.81095886,15.96902084,15.98057365,5.042075634,0.811,,7.66267780000005,,
16.44895363,17.88189888,16.20820045,16.22196579,5.118702412,0.821,"0.05 * V0",7.63850210000001,,
16.69677734,17.9594059,16.4467411,16.46273232,5.195087433,0.831,1533,7.61303899999994,,
16.94423294,18.04236031,16.68468285,16.70297813,5.271217823,0.841,,7.59029390000006,,
17.19278908,18.12725449,16.92230797,16.94299889,5.347120762,0.851,,7.5975895,,
17.45506096,18.18018723,17.16302872,17.18670845,5.423096657,0.861,,7.65852929999999,,
17.72796249,18.21180725,17.40456009,17.43161964,5.49968195,0.871,,7.68656729999995,,
17.98752594,18.26508904,17.64599419,17.67565155,5.576547623,0.881,,7.64970780000001,,
18.22830391,18.36927032,17.8824482,17.91362953,5.653044701,0.891,,7.50417710000004,,
18.43168449,18.55466843,18.11383247,18.1445713,5.728086472,0.901,,7.33413689999995,,
18.6411972,18.75524521,18.34183311,18.37184525,5.801427841,0.911,,7.2069645,,
18.85451508,18.96513176,18.56729126,18.59693336,5.873497486,0.921,,7.12623600000004,,
19.07247543,19.18002129,18.7913475,18.82118225,5.944759846,0.931,,7.08298679999997,,
19.29368401,19.39786148,19.01484871,19.04535675,6.015589714,0.941,,7.06467630000001,,
19.51611328,19.61881256,19.2383976,19.26947594,6.086236477,0.951,,7.05986020000005,,
19.73921204,19.84153175,19.46232605,19.49387741,6.156835079,0.961,,7.06067089999998,,
19.96261024,20.0654583,19.68661308,19.71855164,6.227441788,0.971,,7.06281659999997,,
20.18645668,20.28986931,19.91114235,19.94341087,6.298069954,0.981,,7.0644379,,
20.41081619,20.51443863,20.13578606,20.16835213,6.368714333,0.991,,7.06462860000006,,
20.63554573,20.73921204,20.36045265,20.39330864,6.439360619,1.001,,7.06372259999997,,
20.86049271,20.96424103,20.58510971,20.61820412,6.509997845,1.011,,7.06200600000004,,
21.08560753,21.1895504,20.80973244,20.84300423,6.580617905,1.021,,7.05995559999995,,
21.3108654,21.41516495,21.03431129,21.0676918,6.651217461,1.031,,7.05766670000001,,
21.53628349,21.64105034,21.25884247,21.29226875,6.721794128,1.041,,7.05547339999999,,
21.76187515,21.86717033,21.48332787,21.5167408,6.792348862,1.051,,7.05337520000002,,
21.98764229,22.09349251,21.7077713,21.74111366,6.862882614,1.061,,7.05151559999999,,
22.21356773,22.32001305,21.9321785,21.96539879,6.93339777,1.071,,7.04984660000001,,
22.43962288,22.54672623,22.15655327,22.18959999,7.003896236,1.081,,7.04832079999997,,
22.66579437,22.77361488,22.38090134,22.4137249,7.074379444,1.091,,7.04703330000003,,
22.89207649,23.0006485,22.60522461,22.63778305,7.144849777,1.101,,7.04588890000002,,
23.11844826,23.22784805,22.82951927,22.86177444,7.215308666,1.111,,7.04479219999996,,
23.34491158,23.45516777,23.05379486,23.08571243,7.285756588,1.121,,7.04388620000005,,
23.57152939,23.68253517,23.27804375,23.30959511,7.35619545,1.131,,7.04307549999994,,
23.79821205,23.90998459,23.50227928,23.53343773,7.426626205,1.141,,7.04240800000004,,
24.02496147,24.13749504,23.72649574,23.75724411,7.497050285,1.151,,7.04188349999999,,
24.2517643,24.36505318,23.95069885,23.98101616,7.56746912,1.161,,7.04150199999996,,
24.47861671,24.59264565,24.1748867,24.20476151,7.63788414,1.171,,7.0412159,,
24.70551491,24.82026291,24.3990612,24.42848587,7.708296299,1.181,,7.04092980000004,,
24.93245125,25.04789543,24.62321663,24.65218735,7.778705597,1.191,,7.04059600000004,,
25.15901184,25.27510452,24.84707451,24.87558174,7.849111557,1.201,,7.03568459999993,,
25.38365936,25.49979401,25.07022667,25.09824562,7.919468403,1.211,,7.02257150000003,,
25.60671616,25.72221565,25.2925415,25.32006073,7.989694118,1.221,,7.0032597,,
25.82812119,25.94269371,25.51390266,25.54091263,8.059726715,1.231,,6.97898870000007,,
26.04748917,26.16071701,25.73410988,25.76060104,8.129516602,1.241,,6.95009229999997,,
26.26501083,26.37655258,25.95311928,25.97909737,8.199017525,1.251,,6.91757200000005,,
26.48061371,26.59071732,26.17084122,26.19631195,8.268193245,1.261,,6.88199999999988,,
26.69410896,26.80193901,26.38696289,26.41193008,8.337013245,1.271,,6.8413734,,
26.90530396,27.01031113,26.60150719,26.62598991,8.405426979,1.281,,6.79721830000002,,
27.11414719,27.21662712,26.814394,26.83841896,8.473399162,1.291,,6.75067899999995,,
27.3208065,27.42095566,27.02566338,27.04928207,8.540905952,1.301,,6.70318610000003,,
27.5258503,27.6230793,27.23530388,27.25852203,8.607937813,1.311,,6.65521620000007,,
27.72911644,27.82353401,27.44332504,27.46614647,8.674489975,1.321,,6.6069602999999,,
27.93046761,28.02243805,27.6497612,27.67220306,8.740559578,1.331,,6.55946730000014,,
28.13015938,28.21949196,27.85463333,27.87673187,8.806154251,1.341,,6.5122603999999,,
28.32830048,28.41514015,28.05785942,28.07963943,8.871276855,1.351,,6.46457680000001,,
28.52500725,28.60918427,28.2595253,28.2810154,8.935922623,1.361,,6.41756050000009,,
28.72007751,28.80164146,28.45964241,28.48086739,9.000098228,1.371,,6.37111669999992,,
28.91347504,28.99279594,28.65819168,28.67917061,9.063809395,1.381,,6.32438660000005,,
29.10534668,29.18272018,28.85516548,28.87591362,9.127053261,1.391,,6.27784729999998,,
29.29634857,29.37098503,29.05071259,29.07122803,9.189831734,1.401,,6.23292919999994,,
29.48612595,29.55847549,29.24494934,29.26524353,9.252161026,1.411,,6.19049070000006,,
29.67461205,29.74543762,29.43782043,29.45791626,9.314065933,1.421,,6.14948270000006,,
29.86203766,29.9312191,29.62941551,29.64937401,9.37556076,1.431,,6.10980989999987,,
30.04865646,30.11583519,29.81972313,29.83957863,9.436658859,1.441,,6.0709000000001,,
30.23423958,30.2994175,30.00881767,30.02856064,9.497367859,1.451,,6.03227610000001,,
30.41853333,30.48243904,30.19663811,30.21624947,9.55769062,1.461,,5.99403389999988,,
30.60177994,30.66427422,30.3832798,30.40276718,9.617630959,1.471,,5.95645900000008,,
30.78388214,30.84505081,30.56871605,30.58808899,9.677195549,1.481,,5.91897960000001,,
30.96508408,31.02465439,30.75292778,30.77217865,9.736385345,1.491,,5.88150029999994,,
31.14514732,31.20353699,30.93589592,30.95500755,9.795200348,1.501,,5.84392549999997,,
31.32415581,31.38140297,31.11773109,31.13669586,9.853639603,1.511,,5.80730430000003,,
31.50217628,31.55838013,31.29847717,31.31729698,9.911712646,1.521,,5.77182770000011,,
31.67923737,31.73438835,31.47815323,31.49683952,9.969430923,1.531,,5.73730469999987,,
31.85534477,31.90947533,31.65675735,31.67531586,10.02680397,1.541,,5.70259100000001,,
32.03060532,32.08392334,31.83428383,31.85271263,10.08382988,1.551,,5.66873500000007,,
32.20490265,32.25760269,32.0109024,32.02918625,10.14051723,1.561,,5.63631099999995,,
32.3780098,32.43054962,32.18664169,32.2047348,10.19688034,1.571,,5.60493500000003,,
32.55022812,32.60259628,32.36146545,32.3793602,10.25292969,1.581,,5.57394000000002,,
32.72158813,32.77375793,32.53537369,32.55304337,10.30866909,1.591,,5.54256399999993,,
32.89213943,32.94420624,32.7083168,32.7257309,10.36409473,1.601,,5.51109400000005,,
33.0619278,33.11373138,32.88035583,32.89748764,10.41920567,1.611,,5.47971700000005,,
33.23081589,33.28239822,33.05148697,33.0683136,10.47400284,1.621,,5.44872299999994,,
33.39884567,33.45011139,33.22173309,33.2382431,10.52849007,1.631,,5.41839599999996,,
33.5661087,33.61655807,33.39114761,33.40735626,10.58267403,1.641,,5.38825999999997,,
33.73254013,33.78208542,33.55964661,33.57559586,10.63655663,1.651,,5.35783700000003,,
33.89802551,33.94695282,33.72722626,33.74294662,10.690135,1.661,,5.32722500000009,,
34.06258774,34.11099243,33.89395523,33.90943909,10.74340725,1.671,,5.29708899999992,,
34.2262764,34.27423096,34.05982208,34.07507706,10.79637814,1.681,,5.26695200000003,,
34.3891449,34.43663025,34.22483444,34.23986053,10.84904766,1.691,,5.23710299999998,,
34.55120087,34.59818649,34.38899231,34.40379715,10.90141869,1.701,,5.20753799999998,,
34.71243286,34.75896454,34.55231094,34.56689072,10.95349407,1.711,,5.17816599999996,,
34.8728714,34.91913223,34.71481705,34.72917557,11.00527573,1.721,,5.14945900000008,,
35.0326767,35.07847595,34.87652969,34.89065933,11.05677032,1.731,,5.12151799999998,,
35.19176102,35.23693085,35.03746033,35.0514183,11.1079855,1.741,,5.09405100000002,,
35.35010147,35.39455032,35.1975975,35.21140289,11.15892601,1.751,,5.06715799999995,,
35.50769424,35.55146408,35.35695267,35.37063217,11.20959759,1.761,,5.04055000000001,,
35.664505,35.70771027,35.51554108,35.52910233,11.26000309,1.771,,5.01451500000005,,
35.82039642,35.86333466,35.67338943,35.68682861,11.31014824,1.781,,4.98867000000001,,
35.97551727,36.01834869,35.83044815,35.84376907,11.36003494,1.791,,4.96292099999991,,
36.12994385,36.17261505,35.98674011,35.99994278,11.40966415,1.801,,4.93726800000012,,
36.28372574,36.32614136,36.14223862,36.15533066,11.45903683,1.811,,4.91170899999993,,
36.43682098,36.47893906,36.29695892,36.30994415,11.50815392,1.821,,4.88653100000001,,
36.58919525,36.63101959,36.45089722,36.46377945,11.55701923,1.831,,4.86164099999993,,
36.74082947,36.78237534,36.6040535,36.61684036,11.60563564,1.841,,4.83684600000007,,
36.89164352,36.93291092,36.7563591,36.76905441,11.6540041,1.851,,4.81166799999997,,
37.04162216,37.08261108,36.90781021,36.92041779,11.70212078,1.861,,4.78620500000009,,
37.19077682,37.23149109,37.05840683,37.07093811,11.74998283,1.871,,4.76064699999998,,
37.33908081,37.37963867,37.20813751,37.22059631,11.7975893,1.881,,4.73480199999994,,
37.48608017,37.5264473,37.35659027,37.36897278,11.84493732,1.891,,4.70285500000003,,
37.63047409,37.67052841,37.50297165,37.5152359,11.89196587,1.901,,4.66041500000003,,
37.7726059,37.81210709,37.64734268,37.65949249,11.93857002,1.911,,4.611302,,
37.91255951,37.95137405,37.78977585,37.80183792,11.98468304,1.921,,3.77883899999993,,
37.80641937,37.8213501,37.76634979,37.7707634,12.02247143,1.931,,2.80628200000006,,
37.89613342,37.91847229,37.84183121,37.84620667,12.05053425,1.941,,2.61611899999998,,
37.92107391,37.93750763,37.89054871,37.89451981,12.07669544,1.951,,2.27317800000009,,
37.94773865,37.9626503,37.93821335,37.94119644,12.09942722,1.961,,2.07204899999986,,
38.01314163,38.02814865,38.0135498,38.01663589,12.12014771,1.971,,2.23608000000013,,
38.11390686,38.13126755,38.11702347,38.12121582,12.14250851,1.981,,2.62908899999985,,
38.23033142,38.2510643,38.23381805,38.23961258,12.1687994,1.991,,3.00302500000011,,
38.3445816,38.36743546,38.34867859,38.35589218,12.19882965,2.001,,3.20100799999992,,
38.44665527,38.46940994,38.45228958,38.46013641,12.23083973,2.011,,3.19366399999996,,
38.53296661,38.55411911,38.54145432,38.54896927,12.26277637,2.021,,3.02724900000015,,
38.60412979,38.62248611,38.61643982,38.62303162,12.29304886,2.031,,2.76679999999985,,
38.66165924,38.67736053,38.67861557,38.68421936,12.32071686,2.041,,2.46410300000015,,
38.70744324,38.72081757,38.72999573,38.73429108,12.34535789,2.051,,2.16007299999994,,
38.84048462,38.85216522,38.87130356,38.87442017,12.36695862,2.061,,4.32672499999995,,
39.33325958,39.40099716,39.2659874,39.29343796,12.41022587,2.071,,5.86395199999998,,
39.57695007,39.61692047,39.52396393,39.54579926,12.46886539,2.081,,6.32486400000012,,
39.8380661,39.89653015,39.73467636,39.7560463,12.53211403,2.091,,6.63614299999988,,
40.14087677,40.20600128,39.98678207,40.01329422,12.59847546,2.101,,6.91423400000009,,
40.40547562,40.47966385,40.20576477,40.23179626,12.6676178,2.111,,6.94084099999994,,
40.67155457,40.75270462,40.42683792,40.45343781,12.73702621,2.121,,6.94780399999999,,
40.93835068,41.02623749,40.64613724,40.67338943,12.80650425,2.131,,6.95457499999996,,
41.20289993,41.29975128,40.86650085,40.89384079,12.87605,2.141,,6.96268,,
41.46543121,41.57220459,41.08588028,41.11324692,12.9456768,2.151,,6.97040600000012,,
41.72423172,41.84403992,41.30447388,41.33167267,13.01538086,2.161,,6.97841599999993,,
41.97921753,42.1108284,41.52317047,41.55051422,13.08516502,2.171,,6.98537899999998,,
42.2321167,42.3723526,41.74168396,41.76945114,13.15501881,2.181,,6.99129100000011,,
42.48291397,42.63129044,41.95998764,41.98840332,13.22493172,2.191,,6.99663099999999,,
42.73208618,42.88813782,42.17816544,42.20671844,13.29489803,2.201,,7.00273500000002,,
42.97513962,43.14403915,42.39600754,42.42432785,13.36492538,2.211,,7.00836200000001,,
43.21608353,43.39479065,42.61348343,42.64170837,13.435009,2.221,,7.01322599999994,,
43.45452881,43.64122772,42.83083725,42.85926437,13.50514126,2.231,,7.01799399999992,,
43.68899918,43.88405228,43.04841614,43.07677841,13.5753212,2.241,,7.02219,,
